343

AR	-2.28000	-1.31636	-0.93081	
AR	-1.90000	-1.31636	-0.93081	
AR	-1.52000	-1.31636	-0.93081	
AR	-1.14000	-1.31636	-0.93081	
AR	-0.76000	-1.31636	-0.93081	
AR	-0.38000	-1.31636	-0.93081	
AR	-0.00000	-1.31636	-0.93081	
AR	-2.09000	-0.98727	-0.93081	
AR	-1.71000	-0.98727	-0.93081	
AR	-1.33000	-0.98727	-0.93081	
AR	-0.95000	-0.98727	-0.93081	
AR	-0.57000	-0.98727	-0.93081	
AR	-0.19000	-0.98727	-0.93081	
AR	0.19000	-0.98727	-0.93081	
AR	-1.90000	-0.65818	-0.93081	
AR	-1.52000	-0.65818	-0.93081	
AR	-1.14000	-0.65818	-0.93081	
AR	-0.76000	-0.65818	-0.93081	
AR	-0.38000	-0.65818	-0.93081	
AR	0.00000	-0.65818	-0.93081	
AR	0.38000	-0.65818	-0.93081	
AR	-1.71000	-0.32909	-0.93081	
AR	-1.33000	-0.32909	-0.93081	
AR	-0.95000	-0.32909	-0.93081	
AR	-0.57000	-0.32909	-0.93081	
AR	-0.19000	-0.32909	-0.93081	
AR	0.19000	-0.32909	-0.93081	
AR	0.57000	-0.32909	-0.93081	
AR	-1.52000	0.00000	-0.93081	
AR	-1.14000	0.00000	-0.93081	
AR	-0.76000	0.00000	-0.93081	
AR	-0.38000	0.00000	-0.93081	
AR	0.00000	0.00000	-0.93081	
AR	0.38000	0.00000	-0.93081	
AR	0.76000	0.00000	-0.93081	
AR	-1.33000	0.32909	-0.93081	
AR	-0.95000	0.32909	-0.93081	
AR	-0.57000	0.32909	-0.93081	
AR	-0.19000	0.32909	-0.93081	
AR	0.19000	0.32909	-0.93081	
AR	0.57000	0.32909	-0.93081	
AR	0.95000	0.32909	-0.93081	
AR	-1.14000	0.65818	-0.93081	
AR	-0.76000	0.65818	-0.93081	
AR	-0.38000	0.65818	-0.93081	
AR	0.00000	0.65818	-0.93081	
AR	0.38000	0.65818	-0.93081	
AR	0.76000	0.65818	-0.93081	
AR	1.14000	0.65818	-0.93081	
AR	-2.09000	-1.20666	-0.62054	
AR	-1.71000	-1.20666	-0.62054	
AR	-1.33000	-1.20666	-0.62054	
AR	-0.95000	-1.20666	-0.62054	
AR	-0.57000	-1.20666	-0.62054	
AR	-0.19000	-1.20666	-0.62054	
AR	0.19000	-1.20666	-0.62054	
AR	-1.90000	-0.87757	-0.62054	
